sourceTaxonName,targetTaxonName,interactionTypeName,sourceTaxonPhylumName,targetTaxonPhylumName
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Cynomops,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Histiotus velatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Diphylla ecaudata,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Histiotus velatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Dasypterus ega,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Histiotus velatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus rufus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eumops perotis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Dasypterus ega,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossidae,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Lasiurus blossevillii,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus diminutus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Dasypterus ega,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis levis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis levis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis levis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Dasypterus ega,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Dasypterus ega,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Dasypterus ega,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Dasypterus ega,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Lasiurus borealis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Lasiurus blossevillii,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Histiotus macrotus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Histiotus montanus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus diminutus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eumops bonariensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Histiotus montanus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis californicus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops macrotis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Lasionycteris noctivagans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus fuscus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Lasiurus borealis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis chiloensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Lasiurus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Aeorestes cinereus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Lasiurus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Histiotus macrotus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Histiotus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis chiloensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Histiotus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus diminutus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus diminutus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus diminutus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Tadarida brasiliensis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis albescens,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis riparius,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus rufus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus rufus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus rufus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus rufus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus rufus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus rufus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus rufus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus rufus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossops neglectus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Myotis nigricans,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Cynomops abrasus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Dasypterus ega,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Dasypterus ega,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Dasypterus ega,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Lasiurus blossevillii,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Lasiurus borealis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Lasiurus blossevillii,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Lasiurus blossevillii,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Glossophaga soricina,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eumops glaucinus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eumops glaucinus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Artibeus lituratus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Molossus molossus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Desmodus rotundus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Chiroptera,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Nyctinomops laticaudatus,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eptesicus furinalis,hasHost,Negarnaviricota,Chordata
Rabies lyssavirus,Eumops auripendulus,hasHost,Negarnaviricota,Chordata
